anio,mes,pais_de_origen_destino,dolares
2012,Marzo,Países no Identificados,3947
2017,Marzo,Países no Identificados,3801
2014,Marzo,Países no Identificados,3646
2012,Junio,Países no Identificados,3594
2016,Febrero,Países no Identificados,3491
2014,Septiembre,Países no Identificados,3487
2011,Febrero,Países no Identificados,3482
2014,Abril,China,3481
2014,Enero,Países no Identificados,3465
2015,Enero,Países no Identificados,3443
2008,Mayo,Países no Identificados,3433
2013,Febrero,Países no Identificados,3424
2012,Diciembre,Países no Identificados,3399
2016,Agosto,Países no Identificados,3341
2016,Septiembre,Países no Identificados,3338
2006,Abril,Honduras,3336
2012,Julio,Países no Identificados,3331
2011,Septiembre,Cuba,3310
2015,Mayo,Países no Identificados,3279
2011,Junio,Países no Identificados,3277
2017,Enero,Países no Identificados,3254
2017,Febrero,Países no Identificados,3249
2013,Septiembre,Países no Identificados,3222
2013,Junio,Países no Identificados,3219
2016,Marzo,Países no Identificados,3218
2008,Junio,Países no Identificados,3205
2012,Diciembre,Hong Kong,3181
2017,Abril,Países no Identificados,3174
2012,Marzo,Honduras,3131
2016,Mayo,Países no Identificados,3117
2008,Abril,Colombia,3100
2011,Diciembre,Países no Identificados,3097
2017,Mayo,Chile,3096
2016,Diciembre,Países no Identificados,3085
2011,Mayo,Países no Identificados,3084
2011,Abril,Países no Identificados,3077
2015,Febrero,Países no Identificados,3074
2015,Marzo,Países no Identificados,3062
2008,Junio,Honduras,3034
2016,Abril,Países no Identificados,3030
2011,Julio,Honduras,3008
2012,Agosto,Países no Identificados,3006
2012,Octubre,Italia,3000
2014,Febrero,Hong Kong,2990
2012,Septiembre,Países no Identificados,2958
2016,Junio,Países no Identificados,2934
2013,Agosto,Países no Identificados,2917
2018,Junio,Canadá,2882
2014,Diciembre,Países no Identificados,2855
2013,Enero,Hong Kong,2846
2015,Junio,Países no Identificados,2839
2013,Diciembre,Países no Identificados,2821
2017,Febrero,Hong Kong,2820
2018,Mayo,Hong Kong,2820
2014,Agosto,Países no Identificados,2773
2014,Junio,Países no Identificados,2765
2017,Julio,Países no Identificados,2757
2011,Agosto,Países no Identificados,2726
2018,Enero,Países no Identificados,2714
2015,Abril,Países no Identificados,2710
2017,Mayo,Países no Identificados,2708
2015,Septiembre,Países no Identificados,2677
2013,Noviembre,Países no Identificados,2616
2016,Octubre,Hong Kong,2608
2008,Mayo,Filipinas,2604
2011,Septiembre,Países no Identificados,2584
2007,Marzo,Países no Identificados,2535
2013,Julio,Países no Identificados,2535
2014,Noviembre,Hong Kong,2488
2016,Julio,Países no Identificados,2474
2015,Diciembre,Países no Identificados,2459
2005,Noviembre,Estados Unidos,2453
2016,Agosto,Francia,2430
2008,Enero,Países no Identificados,2429
2016,Enero,Países no Identificados,2397
2010,Abril,Países no Identificados,2344
2011,Julio,Países no Identificados,2337
2013,Febrero,Hong Kong,2307
2015,Agosto,Países no Identificados,2307
2011,Marzo,Países no Identificados,2290
2007,Mayo,Países no Identificados,2274
2006,Diciembre,Honduras,2273
2010,Mayo,Países no Identificados,2247
2010,Agosto,Países no Identificados,2237
2011,Octubre,Países no Identificados,2232
2007,Mayo,Honduras,2220
2003,Agosto,Costa Rica,2205
2010,Marzo,Países no Identificados,2199
2014,Mayo,Países no Identificados,2176
2014,Septiembre,España,2175
2014,Noviembre,Países no Identificados,2155
2014,Mayo,Colombia,2146
2008,Febrero,Países no Identificados,2144
2010,Septiembre,Países no Identificados,2100
2005,Noviembre,Honduras,2087
2007,Diciembre,Países no Identificados,2050
2016,Noviembre,Países no Identificados,2046
2013,Abril,Hong Kong,2031
2014,Marzo,Panamá,2023
2016,Abril,Hong Kong,2020
2018,Octubre,Países no Identificados,2018
2014,Octubre,Países no Identificados,2010
2014,Febrero,Países no Identificados,1992
2008,Julio,Países no Identificados,1980
2007,Junio,Países no Identificados,1977
2016,Mayo,Hong Kong,1973
2007,Septiembre,Países no Identificados,1960
2008,Marzo,Países no Identificados,1946
2008,Abril,Países no Identificados,1945
2013,Octubre,Países no Identificados,1945
2010,Febrero,Países no Identificados,1938
2015,Julio,Países no Identificados,1930
2011,Mayo,Honduras,1915
2010,Junio,Países no Identificados,1900
2017,Noviembre,Países no Identificados,1889
2010,Diciembre,Países no Identificados,1865
2018,Diciembre,Países no Identificados,1854
2007,Julio,Países no Identificados,1842
2011,Noviembre,Países no Identificados,1833
2012,Octubre,Países no Identificados,1829
2011,Enero,Países no Identificados,1825
2014,Julio,Países no Identificados,1807
2009,Julio,Japón,1804
2012,Diciembre,Canadá,1789
2007,Enero,Países no Identificados,1775
2006,Abril,Países no Identificados,1770
2007,Agosto,Países no Identificados,1747
2015,Octubre,Países no Identificados,1700
2015,Diciembre,Hong Kong,1692
2015,Noviembre,Países no Identificados,1687
2010,Julio,Países no Identificados,1681
2007,Octubre,Países no Identificados,1647
2006,Junio,Honduras,1634
2007,Noviembre,Países no Identificados,1590
2015,Agosto,Hong Kong,1580
2014,Enero,Panamá,1573
2018,Noviembre,Países no Identificados,1550
2016,Noviembre,Hong Kong,1544
2006,Agosto,Honduras,1537
2013,Mayo,Países no Identificados,1527
2012,Septiembre,Cuba,1522
2010,Noviembre,Países no Identificados,1514
2004,Marzo,Honduras,1423
2006,Noviembre,Honduras,1419
2005,Julio,El Salvador,1404
2012,Noviembre,Países no Identificados,1389
2007,Diciembre,China,1366
2013,Febrero,Belice,1348
2007,Noviembre,Honduras,1336
2011,Octubre,Cuba,1331
2013,Septiembre,Hong Kong,1324
2017,Abril,República Dominicana,1324
2007,Agosto,Bolivia,1315
2006,Diciembre,Países no Identificados,1279
2016,Octubre,Países no Identificados,1274
2005,Febrero,El Salvador,1248
2008,Mayo,Honduras,1246
2002,Septiembre,Costa Rica,1245
2008,Marzo,Colombia,1240
2013,Abril,Países no Identificados,1191
2007,Abril,Países no Identificados,1142
2006,Octubre,Países no Identificados,1115
2008,Abril,Honduras,1105
2008,Julio,Honduras,1079
2017,Octubre,Chile,1031
2005,Mayo,Países no Identificados,1018
2008,Agosto,Países no Identificados,995
2006,Febrero,Países no Identificados,971
2004,Junio,Países no Identificados,930
2006,Mayo,Países no Identificados,875
2003,Septiembre,Alemania,850
2017,Mayo,Hong Kong,806
2006,Marzo,Países no Identificados,775
2016,Noviembre,Chile,761
2007,Junio,Canadá,740
2006,Septiembre,Países no Identificados,735
2018,Febrero,Panamá,693
2004,Febrero,Países no Identificados,681
2003,Febrero,Francia,677
2007,Octubre,Honduras,665
2017,Agosto,Hong Kong,665
2005,Febrero,Países no Identificados,652
2004,Octubre,Honduras,636
2018,Enero,Chile,619
2006,Noviembre,Países no Identificados,590
2017,Julio,Panamá,588
2006,Abril,Guatemala,587
2017,Marzo,Chile,570
2016,Marzo,Hong Kong,563
2003,Octubre,Países no Identificados,528
2016,Agosto,Chile,518
2005,Octubre,Países no Identificados,494
2005,Octubre,Suiza,486
2018,Abril,Chile,464
2002,Julio,Costa Rica,463
2003,Abril,Cuba,452
2003,Diciembre,Honduras,438
2004,Diciembre,Honduras,438
2003,Diciembre,Países no Identificados,434
2005,Enero,Honduras,416
2010,Enero,Países no Identificados,408
2018,Diciembre,Cuba,402
2017,Marzo,Panamá,392
2002,Septiembre,Países no Identificados,368
2014,Febrero,España,362
2016,Julio,República Dominicana,360
2004,Octubre,Cuba,359
2004,Noviembre,El Salvador,341
2004,Noviembre,Países no Identificados,340
2007,Febrero,Países no Identificados,333
2004,Septiembre,Honduras,329
2008,Febrero,España,323
2002,Abril,Perú,319
2005,Junio,Países no Identificados,312
2004,Abril,Países no Identificados,301
2017,Marzo,Hong Kong,300
2003,Diciembre,Venezuela,296
2009,Julio,Corea del Sur,291
2005,Febrero,Japón,290
2015,Septiembre,Hong Kong,281
2004,Agosto,Honduras,274
2010,Julio,Cuba,274
2010,Agosto,Cuba,270
2018,Octubre,Honduras,258
2013,Marzo,República Checa,253
2010,Febrero,Panamá,240
2012,Noviembre,Guatemala,236
2012,Octubre,Canadá,233
2002,Noviembre,Países no Identificados,225
2011,Noviembre,Angola,220
2005,Abril,Países no Identificados,218
2005,Marzo,Países no Identificados,217
2004,Mayo,Costa Rica,215
2004,Diciembre,Países no Identificados,215
2014,Diciembre,Guatemala,204
2013,Septiembre,Federación Rusa,199
2004,Junio,Perú,184
2010,Julio,Japón,180
2013,Noviembre,Hong Kong,180
2017,Septiembre,Cuba,180
2014,Febrero,Japón,179
2009,Marzo,España,172
2018,Septiembre,Italia,172
2004,Febrero,Honduras,164
2006,Mayo,Cuba,156
2004,Septiembre,Países no Identificados,152
2012,Febrero,Japón,150
2008,Septiembre,Países no Identificados,147
2007,Febrero,Países Bajos,143
2008,Octubre,Francia,142
2014,Julio,Belice,133
2012,Octubre,Belice,113
2012,Mayo,Belice,108
2005,Diciembre,España,98
2014,Octubre,Francia,96
2012,Marzo,Canadá,93
2004,Septiembre,Costa Rica,90
2017,Abril,Singapur,90
2004,Octubre,Países no Identificados,88
2005,Enero,Países no Identificados,86
2009,Marzo,Países no Identificados,85
2013,Marzo,Eslovaquia,84
2008,Junio,Belice,81
2008,Marzo,Belice,78
2006,Febrero,España,73
2004,Marzo,Japón,72
2006,Octubre,Francia,69
2004,Febrero,Japón,57
2009,Febrero,Países no Identificados,52
2007,Abril,China,50
2008,Diciembre,Países no Identificados,47
2008,Noviembre,Países no Identificados,43
2014,Septiembre,Cuba,40
2009,Agosto,Chile,39
2007,Noviembre,Belice,36
2009,Mayo,Países no Identificados,33
2007,Marzo,Canadá,31
2004,Julio,Japón,30
2016,Mayo,Colombia,30
2009,Marzo,Canadá,29
2009,Enero,Países no Identificados,28
2005,Octubre,Costa Rica,25
2008,Octubre,Países no Identificados,25
2011,Febrero,Japón,24
2018,Octubre,China,23
2008,Diciembre,Portugal,21
2013,Mayo,Bolivia,21
2012,Enero,Japón,20
2007,Marzo,Japón,17
2004,Julio,España,16
2009,Septiembre,Países no Identificados,16
2017,Julio,Líbano,16
2007,Agosto,Mauritania,13
2005,Enero,Belice,12
2006,Octubre,Costa Rica,12
2007,Febrero,Costa Rica,12
2006,Enero,Italia,10
2005,Octubre,España,9
2009,Abril,Países no Identificados,8
2009,Julio,Países no Identificados,8
2009,Octubre,Países no Identificados,8
2009,Noviembre,Países no Identificados,8
2009,Diciembre,Países no Identificados,8
2010,Octubre,Países no Identificados,8
2013,Julio,Hong Kong,8
2017,Febrero,Japón,8
2011,Septiembre,Polonia,7
2006,Julio,Costa Rica,5
2007,Septiembre,Japón,5
2014,Julio,Hong Kong,5
2017,Mayo,Venezuela,5
2003,Abril,Bahamas,3
2006,Abril,China,3
2007,Octubre,Japón,3
2008,Diciembre,Cuba,3
2017,Junio,Venezuela,3
2004,Abril,Francia,2
2004,Septiembre,Dinamarca,2
2006,Mayo,Costa Rica,2
2011,Marzo,Cuba,2
2015,Agosto,China,2
2015,Octubre,Cuba,2
2018,Mayo,Venezuela,2
2018,Octubre,Francia,2
2004,Noviembre,Francia,1
2008,Febrero,Japón,1
2009,Julio,Francia,1
2014,Marzo,Canadá,1
2017,Septiembre,Venezuela,1
2018,Enero,Venezuela,1
2018,Julio,Venezuela,1
2005,Febrero,Panamá,0
2008,Marzo,Puerto Rico,0
2010,Enero,España,0
2010,Diciembre,Francia,0
2013,Octubre,Cuba,0
2016,Junio,Panamá,0
2018,Agosto,Hong Kong,0
